kode_barang,Nama Produk,cabang,stok,harga_jual,kategori
1005098,TRML 60ml - Creme Brulee 4mg,Pandaan,1,160000,liquid
1005099,TRML 60ml - Creme Brulee 7mg,Pandaan,1,160000,liquid
1005100,TRML 60ml - Creme Cake 4mg,Pandaan,1,160000,liquid
1005101,TRML 60ml - Creme Cake 7mg,Pandaan,1,160000,liquid
1005102,Omnipod Pods Friendly 4 x 15ml - V1 Bubblegum 12mg,Pandaan,2,35000,liquid
1005103,Omnipod Pods Friendly 4 x 15ml - V2 Bubblegum 12mg,Pandaan,4,35000,liquid
1005104,Omnipod Pods Friendly 4 x 15ml - V1 Ice Cream 12mg,Pandaan,2,35000,liquid
1005112,Drip State 60ml - Butter Bread Japanese Ice Cream Feeling 3mg,Pandaan,1,140000,liquid
1005113,Drip State 60ml - Butter Bread Japanese Ice Cream Feeling 6mg,Pandaan,1,140000,liquid
1005114,Tokyo Banana Signature Saltnic 30ml - 30mg,Pandaan,1,120000,liquid
1005115,Crackz Ice Saltnic 30ml - V11 Blueberry Pudding Ice Cream 25mg,Pandaan,1,110000,liquid
1005117,Crackz Ice 60ml - V11 Blueberry Pudding Ice Cream 6mg,Pandaan,1,140000,liquid
1005119,Rex 57 60ml - Honeydew Milk Toast 3mg,Pandaan,1,155000,liquid
1005120,Rex 57 60ml - Honeydew Milk Toast 6mg,Pandaan,1,155000,liquid
1005121,Rex 57 Saltnic 30ml - Honeydew Milk Toast 30mg,Pandaan,1,120000,liquid
1005124,Tokyo Wafer Saltnic Series 30ml - Wafer Srikaya 30mg,Pandaan,1,120000,liquid
1005130,Ox Passion Premium 30ml - Banana Ice Cream 30mg,Pandaan,1,105000,liquid
1005131,Ox Passion Premium 30ml - Matcha Ice Cream 30mg,Pandaan,1,105000,liquid
1005133,Ox Passion Premium 30ml - Watermelon Squash 30mg,Pandaan,1,105000,liquid
1005136,Lunar Saltnic Biscuit Series 30ml - Biscuit Chocolate 30mg,Pandaan,1,120000,liquid
1005137,Inverse Crunchy Series 60ml - Twister 6mg,Pandaan,1,160000,liquid
1005138,Inverse Crunchy Series 60ml - Vanilla Creed 3mg,Pandaan,1,160000,liquid
1005139,Inverse Crunchy Series 60ml - Vanilla Creed 6mg,Pandaan,1,160000,liquid
1005140,Crackz 60ml - Strawberry Banana Cream 3mg,Pandaan,1,140000,liquid
1005143,Lunar Ice Cream 60ml - Mochi Strawberry 3mg,Pandaan,1,160000,liquid
1005144,Lunar Ice Cream 60ml - Mochi Strawberry 6mg,Pandaan,1,160000,liquid
1005145,Lunar Ice Cream 30ml - Mochi Strawberry 30mg,Pandaan,1,120000,liquid
1005146,Kedai Brandal Bundling Pack - Volx x Takis 15ml,Pandaan,2,49500,liquid
1005147,Hanna Pods Friendly Pudding Series 15ml - Blueberry 15mg,Pandaan,2,40000,liquid
1005148,Hanna Pods Friendly Pudding Series 15ml - Lychee 15mg,Pandaan,2,40000,liquid
1005149,Hanna Pods Friendly Series 15ml - Flurry 15mg,Pandaan,1,40000,liquid
1005150,Hanna Pods Friendly Series 15ml - Pineapple 15mg,Pandaan,1,40000,liquid
1005151,Hanna Pods Friendly Series 30ml - Pineapple 15mg,Pandaan,1,75000,liquid
1005152,Avo 60ml - Strawberry Avocado 3mg,Pandaan,1,155000,liquid
1005153,Avo 60ml - Strawberry Avocado 6mg,Pandaan,1,155000,liquid
1005155,Avo Ice 60ml - Strawberry Avocado Ice 6mg,Pandaan,1,155000,liquid
1005156,Avo Ice Saltnic 30ml - Strawberry Avocado Ice 30mg,Pandaan,1,120000,liquid
1005157,The O Rama 60ml - V3 Creme Brulle 3mg,Pandaan,2,155000,liquid
1005159,The O Rama Pods Friendly 30ml - V3 Creme Brulle 15mg,Pandaan,1,95000,liquid
1005160,Lunar Ice Cream 60ml - Rainbow 3mg,Pandaan,2,160000,liquid
1005161,Lunar Ice Cream 60ml - Rainbow 6mg,Pandaan,2,160000,liquid
1005162,Lunar Ice Cream 30ml - Rainbow 30mg,Pandaan,1,120000,liquid
1005163,R99 Cream 60ml - V2 Matcha Pistachio 3mg,Pandaan,1,155000,liquid
1005164,R99 Cream 60ml - V2 Matcha Pistachio 6mg,Pandaan,1,155000,liquid
1005165,Crackz Ice Fruity 60ml - Blackcurrant 3mg,Pandaan,2,140000,liquid
1005166,Omnipod Pods Friendly 4 x 15ml - Drink 12mg,Pandaan,4,35000,liquid
1005167,Omnipod Pods Friendly 4 x 15ml - Pudding 12mg,Pandaan,3,35000,liquid
1005168,Takis Saltnic Tipruti Series 30ml - Apple 30mg,Pandaan,1,69000,liquid
1005170,Takis Saltnic Tipruti Series 30ml - Passion Fruit 30mg,Pandaan,1,69000,liquid
1005171,Taze Saltnic 30ml - Ice Apple Punch 30mg,Pandaan,1,110000,liquid
1005172,Taze Saltnic 30ml - Ice Freezy Fruity 30mg,Pandaan,2,110000,liquid
1005173,Taze Saltnic 30ml - Ice Fresh Oat Milk 30mg,Pandaan,2,110000,liquid
1005174,Taze Saltnic 30ml - Ice Mango Blast 30mg,Pandaan,1,110000,liquid
1005175,Taze Saltnic Ice Candymilk Series 30ml - Honeydew 30mg,Pandaan,2,110000,liquid
1005176,Taze Saltnic Ice Candymilk Series 30ml - Strawberry 30mg,Pandaan,2,110000,liquid
1005177,Taze Saltnic Ice Candymilk Series 30ml - Taro 30mg,Pandaan,1,110000,liquid
1005178,Taze Saltnic Ice Candymilk Series 30ml - Watermelon 30mg,Pandaan,2,110000,liquid
1005179,Taze Saltnic Ice Cream Series 30ml - Cola Vanilla 30mg,Pandaan,2,110000,liquid
1005180,Taze Saltnic Ice Cream Series 30ml - Redsoda Vanilla 30mg,Pandaan,2,110000,liquid
1005181,Taze Saltnic Ice Cream Series 30ml - Rootbeer Vanilla 30mg,Pandaan,1,110000,liquid
1005184,Taze Saltnic Ice Nutri Series 30ml - Blewah 30mg,Pandaan,2,110000,liquid
1005185,Taze Saltnic Ice Nutri Series 30ml - Guava 30mg,Pandaan,2,110000,liquid
1005186,Taze Saltnic Ice Nutri Series 30ml - Jeruk 30mg,Pandaan,1,110000,liquid
1005187,Taze Saltnic Ice Nutri Series 30ml - Lychee 30mg,Pandaan,2,110000,liquid
1005188,Taze Saltnic Ice Nutri Series 30ml - Passion Fruit 30mg,Pandaan,2,110000,liquid
1005189,Taze Saltnic Ice Nutri Series 30ml - Pineapple 30mg,Pandaan,2,110000,liquid
1005190,Taze Saltnic Ice Nutri Series 30ml - Strawberry 30mg,Pandaan,1,110000,liquid
1005191,Foom Salt 30ml - Icy Passion Fruit 30mg,Pandaan,1,110000,liquid
1005192,Juta Freeze Salt Bubblegum Series 15ml - Grape Bubblegum 10mg,Pandaan,3,40000,liquid
1005193,Juta Freeze Salt Bubblegum Series 15ml - Melon Bubblegum,Pandaan,3,40000,liquid
1005194,Juta Freeze Salt Bubblegum Series 15ml - Mix Bubblegum 10mg,Pandaan,4,40000,liquid
1005195,Tokyo Toast 60ml - Strawberry Butter Toast 3mg,Pandaan,2,160000,liquid
1005196,Tokyo Toast 60ml - Strawberry Butter Toast 6mg,Pandaan,1,160000,liquid
1005197,Tokyo Toast Saltnic 30ml - Strawberry Butter Toast 30mg,Pandaan,2,120000,liquid
1005198,Tokyo Bun Series 60ml - Coffee 3mg,Pandaan,2,160000,liquid
1005199,Tokyo Bun Series 60ml - Coffee 6mg,Pandaan,1,160000,liquid
1005200,Tokyo Bun Saltnic Series 30ml - Coffee 30mg,Pandaan,2,120000,liquid
1005201,Crackz Ice Fruity 60ml - Honeydew 3mg,Pandaan,1,140000,liquid
1005204,Crackz Ice Saltnic Fruity Series 30ml - Apple 25mg,Pandaan,1,110000,liquid
1005205,Crackz Ice Saltnic Fruity Series 30ml - Kiwi 25mg,Pandaan,1,110000,liquid
1005206,Crackz Ice Saltnic Fruity Series 30ml - Peach 25mg,Pandaan,1,110000,liquid
1005207,Crackz Ice Saltnic Fruity Series 30ml - Watermelon 25mg,Pandaan,1,110000,liquid
1005209,Crackz Ice Saltnic Bubblegum Series 30ml - Tutti Frutti 25mg,Pandaan,1,110000,liquid
1005210,Liquid Dead Squad 60ml - V2 The Black Triangle 3mg,Pandaan,1,160000,liquid
1005211,Liquid Dead Squad 60ml - V2 The Black Triangle 6mg,Pandaan,2,160000,liquid
1005212,Crackz Ice 60ml - V12 White Chocolate Ice Cream 3mg,Pandaan,1,140000,liquid
1005213,Crackz Ice 60ml - V12 White Chocolate Ice Cream 6mg,Pandaan,1,140000,liquid
1005214,Crackz Ice Saltnic 30ml - V12 White Chocolate Ice Cream 25mg,Pandaan,1,110000,liquid
1005215,American Ice Cream 60ml - Avocado Banana 3mg,Pandaan,1,155000,liquid
1005216,American Ice Cream 60ml - Salted Caramel 3mg,Pandaan,1,155000,liquid
1005217,American Ice Cream 60ml - Strawberry 3mg,Pandaan,1,155000,liquid
1005218,American Ice Cream 60ml - Taro 3mg,Pandaan,1,155000,liquid
2000002,Cotton Bacon Prime,Pandaan,5,75000,coil dan wire
2000016,Party Dog Prebuilt Coils - Alien Twisted Messes,Pandaan,3,100000,coil dan wire
2000030,Holy Fiber Cotton,Pandaan,2,45000,coil dan wire
2000031,Kendo Cotton - Gold Edition,Pandaan,3,80000,coil dan wire
2000035,Voopoo Coil - 0.15 Ohm,Pandaan,3,40000,coil dan wire
2000053,Vapertize Coil - Alien Electrical V3,Pandaan,2,50000,coil dan wire
2000122,Coil Manto AIO - Reguler 1.2 Ohm,Pandaan,1,35000,coil dan wire
2000140,Coil Frees X Pod - 1.0 Ohm,Pandaan,3,25000,coil dan wire
2000141,Coil Nautilus 2s - 0.7 Ohm,Pandaan,5,30000,coil dan wire
2000142,Coil Smok RPM - 0.23 Ohm,Pandaan,5,40000,coil dan wire
2000147,Perfect Build x Vapertize - 0.16 Ohm,Pandaan,1,80000,coil dan wire
2000150,ITO Coil M0 - 0.5 Ohm,Pandaan,1,36000,coil dan wire
2000154,Coil Oxva Khantal A1 - 1.0 Ohm,Pandaan,1,35000,coil dan wire
2000155,Voopoo Coil - 1.2 Ohm,Pandaan,2,40000,coil dan wire
2000174,Coil Crown M - 0.6 Ohm,Pandaan,3,37500,coil dan wire
2000186,Malomo Prebuilt Coil - AIO Edition Orange 0.13 Ohm - 0.34 Ohm,Pandaan,1,70000,coil dan wire
2001333,Centaurus M100 Box Mod - Interstellar,Pandaan,1,430000,device
2001479,Vaporesso Xros 2 Pod - Orange Red,Pandaan,1,200000,device
2001504,Oxva Xlim SQ Pro - Brown Leather,Pandaan,1,320000,device
2001654,Oxva Nexlim Pod Kit - Pearl Pink,Pandaan,1,360000,device
2001667,Dot Pod Lite - Light Grey,Pandaan,1,195000,device
2001672,TRML T99 Mod - Pink Bubblegum,Pandaan,1,500000,device
2001682,Hotcig R234 Pro - Discover Dreams,Pandaan,1,570000,device
2001701,Oxva Nexlim Pod Kit - Power Black,Pandaan,1,360000,device
2001740,Oxva Xlim Pro 2 DNA Pod Kit - Frost Titanium Blue,Pandaan,1,465000,device
2001767,TRML T28 Pod Kit - Midnight Blue,Pandaan,1,170000,device
2001775,Oxva VPrime - Black Carbon,Pandaan,1,400000,device
2001787,TRML T28 Pod Kit - Black Onyx,Pandaan,1,170000,device
2001788,TRML T28 Pod Kit - Soft Pink,Pandaan,1,170000,device
2001813,Oxva Xlim Go 2 Bundling - Black Carbon,Pandaan,1,199000,device
2001814,Oxva Xlim Go 2 Bundling - Black Shadow,Pandaan,1,199000,device
2001816,Oxva Xlim Go 2 Bundling - Green Ripple,Pandaan,1,199000,device
2001825,Hotcig R234 Pro - Sailor Duck,Pandaan,1,570000,device
2001827,Drag 3 Mod Only - Black,Pandaan,1,250000,device
2001828,Drag 3 Mod Only - Eagle Grey,Pandaan,1,250000,device
2001829,VSEE One Pod Kit - Glossy Grey,Pandaan,1,99000,device
2001830,VSEE One Pod Kit - Mint Green,Pandaan,1,99000,device
2001832,VSEE One Pod Kit - Porcelain White,Pandaan,1,99000,device
2001833,VSEE One Pod Kit - Starry Black,Pandaan,2,99000,device
2001855,Oxva Xlim Pro 3 Pod Kit - Pro Carbon,Pandaan,1,315000,device
2001863,S101 Mod - Gunmetal,Pandaan,1,580000,device
2001897,Vaporesso Xros 5 Nano Pod Kit - Orange Leatherette,Pandaan,1,320000,device
2001900,Oxva Xlim 3 Ultra Pod Kit - Bordeaux red,Pandaan,1,365000,device
2001905,Oxva Xlim 3 Ultra Pod Kit - Mint Green,Pandaan,1,365000,device
2001906,Oxva Xlim 3 Ultra Pod Kit - Mocha Brown,Pandaan,1,365000,device
2001914,Vaporesso Xros 5 Mini Bundling Pod Kit - Retro Orange,Pandaan,1,190000,device
2001920,Thelema Aura S Pod Kit Bundling - Carbon Black,Pandaan,1,199000,device
2001922,Thelema Aura S Pod Kit Bundling - Pastel Pink,Pandaan,1,199000,device
2001923,Thelema Aura S Pod Kit Bundling - Wooden Black,Pandaan,1,199000,device
2001953,Foom Pod X Bundling - Deep Blue,Pandaan,1,200000,device
2001957,TRML T28 Pod Kit - Jet Black,Pandaan,1,170000,device
2001965,Foom Pod X Switch Bundling - Green,Pandaan,2,210000,device
2001972,Nixx Filter Pod Kit Bundling - Forest Green,Pandaan,1,225000,device
2001976,Nixx Filter Pod Kit Bundling - Pink,Pandaan,1,225000,device
2001979,TRML T28 Pod Kit - Earthy Brown,Pandaan,1,170000,device
3000335,Inner Colourfull for Dot AIO V2 - Braid,Pandaan,1,180000,atomizer
3000430,Lost Vape Ursa Nano Pod Kit - Wave Red,Pandaan,1,170000,device
3000604,Lost vape Ursa Nano pod Kit - Pink Survivor,Pandaan,1,170000,device
3000828,HexOhm V3 Anodized - Green,Pandaan,1,3200000,device
3001272,UB AIO Empty Pod - Ice Brown,Pandaan,1,85000,device
3001327,Stalk RDA D2 24MM - Matte Black,Pandaan,2,300000,atomizer
3001329,Dead Rabbit V3 - Blue Carbon Fiber,Pandaan,1,330000,atomizer
3001332,Stalk RDA D2 24MM - SS,Pandaan,1,300000,atomizer
3001338,Nitrous RTA 24MM - Matte Black,Pandaan,1,430000,atomizer
3001342,Alexa Six Prime RBA,Pandaan,1,295000,atomizer
3001345,Dead Rabbit RDA V4 24MM - Blue,Pandaan,1,315000,atomizer
3001349,Stalk RDA 22MM - Gold,Pandaan,1,280000,atomizer
3001351,Stalk CDZ RTA 22MM - SS,Pandaan,1,360000,atomizer
3001352,Nitrous RDA 23MM - Gundamn,Pandaan,1,380000,atomizer
3001354,Dead Rabbit RTA V4 28MM - Blue,Pandaan,1,375000,atomizer
3001357,San RDA 24MM - Brushed SS,Pandaan,1,320000,atomizer
4000021,Kuken Tech BlackSmith Mini Tool Kit,Pandaan,3,80000,accessories
4000051,Katchiring - Delrin 24mm,Pandaan,1,220000,accessories
4000052,Katchiring - Delrin 26mm,Pandaan,1,240000,accessories
4000053,Katchiring - SS 24mm,Pandaan,1,220000,accessories
4000063,Lanyard Printing Vapertize,Pandaan,3,30000,accessories
4000098,Komodo Drip Tip 810,Pandaan,2,55000,accessories
4000127,Obeng Vave Baut (Plus Mur Vave/Obeng Vave),Pandaan,4,15000,accessories
4000173,Battery Wrap VRK All Edition,Pandaan,29,0,accessories
4000201,Coil Baby Space,Pandaan,4,60000,coil dan wire
4000207,Tack Coil - Baby Alien,Pandaan,4,50000,coil dan wire
4000208,Tack Coil - Fusion Matic Dual,Pandaan,2,50000,coil dan wire
4000209,Tack Coil - Signature Fusion Matic Single,Pandaan,4,55000,coil dan wire
4000210,Coil Power Build Bright,Pandaan,7,65000,coil dan wire
4000211,Tack Coil - Fusion Matic AIO,Pandaan,3,50000,coil dan wire
4000212,The Fused Clapton by Powerbuild,Pandaan,8,40000,coil dan wire
4000213,The Fused Clapton AIO by Powerbuild,Pandaan,8,40000,coil dan wire
5000047,Charger Vapcell Q2S,Pandaan,1,65000,battery dan charger
5000061,Battery VRK 18350 - 700mAh,Pandaan,1,60000,battery dan charger
5000155,Bear Cotton,Pandaan,3,50000,cartridge dan cotton
5000164,Cotton Monster Premium,Pandaan,1,50000,cartridge dan cotton
5000167,Cartridge Argus Pod Top Fill - 0.7 Ohm,Pandaan,6,45000,cartridge dan cotton
5000178,Cartridge Foom Y,Pandaan,5,37000,cartridge dan cotton
5000182,Cartridge Nixx Pod - 0.8 Ohm,Pandaan,4,40000,cartridge dan cotton
5000184,TRML Cotton - Premium Cotton,Pandaan,1,50000,cartridge dan cotton
5000186,Cartridge Oxva VPrime - 0.2 Ohm,Pandaan,2,50000,cartridge dan cotton
5000187,Cartridge Oxva Nexlim - 0.6 Ohm,Pandaan,8,45000,cartridge dan cotton
5000188,Cartridge Oxva Nexlim - 0.8 Ohm,Pandaan,9,45000,cartridge dan cotton
5000189,Cartridge Vaporesso Xros - 0.4 Ohm,Pandaan,4,40000,cartridge dan cotton
5000193,Cartridge Ursa - V3 0.6 Ohm,Pandaan,7,40000,cartridge dan cotton
5000194,Cartridge Ursa - V3 0.8 Ohm,Pandaan,8,40000,cartridge dan cotton
5000197,Cartridge TRML T-Max - 0.8 Ohm,Pandaan,5,35000,cartridge dan cotton
5000198,Filter Nixx Tip,Pandaan,1,40000,cartridge dan cotton
5000200,Cartridge Oxva Xlim DNA SS - 0.8 Ohm,Pandaan,9,45000,cartridge dan cotton
5000201,Cartridge VSEE One Pod kit - 0.6 Ohm,Pandaan,8,35000,cartridge dan cotton
5000202,Cartridge VSEE One Pod kit - 0.8 Ohm,Pandaan,8,35000,cartridge dan cotton
5000204,Cartridge Pava - V2 0.6 Ohm,Pandaan,4,40000,cartridge dan cotton
5000205,Cartridge Pava - V2 0.8 Ohm,Pandaan,3,40000,cartridge dan cotton
5000206,Cartridge Wasp Nano Pod - V2 0.8 Ohm,Pandaan,5,35000,cartridge dan cotton
5000207,Cartridge TRML T-Max - 0.6 Ohm,Pandaan,5,35000,cartridge dan cotton
5000208,Cartridge Wasp Nano Pod - V2 0.6 Ohm,Pandaan,3,35000,cartridge dan cotton
5000209,Cartridge VSEE One Pod kit - 0.4 Ohm,Pandaan,9,35000,cartridge dan cotton
5000210,Cartridge E Plus Top Fill - 0.3 Ohm,Pandaan,6,40000,cartridge dan cotton
5000211,Cartridge E Plus Top Fill - 0.6 Ohm,Pandaan,8,40000,cartridge dan cotton
5000212,Cartridge Oxva Xlim V3 - 0.4 Ohm,Pandaan,9,40000,cartridge dan cotton
5000214,Cartridge Oxva Xlim V3 - 0.8 Ohm,Pandaan,12,40000,cartridge dan cotton
5000215,Cartridge Oxva Xlim V3 (2ML) - 0.6 Ohm,Pandaan,10,40000,cartridge dan cotton
5000216,Cartridge Oxva Xlim V3 (2ML) - 0.8 Ohm,Pandaan,11,40000,cartridge dan cotton
5000217,Cartridge ION Pod Lite - 0.5 Ohm,Pandaan,4,35000,cartridge dan cotton
5000218,Cartridge ION Pod Lite - 0.8 Ohm,Pandaan,6,35000,cartridge dan cotton
5000219,Cartridge E Plus Top Fill - 0.8 Ohm,Pandaan,8,40000,cartridge dan cotton
5000220,Cartridge Oxva Xlim DNA SS - 0.4 Ohm,Pandaan,6,45000,cartridge dan cotton
6000050,Cartridge Aflo Pod,Pandaan,4,33000,cartridge dan cotton
6000070,Cartridge Frees X Pod,Pandaan,1,27000,cartridge dan cotton
6000072,Cartridge Miso Pod - 1.0 Ohm,Pandaan,2,35000,cartridge dan cotton
6000084,Cartridge Foom X,Pandaan,7,34000,cartridge dan cotton
6000087,Cartridge Poprell P1 - 1.2 Ohm,Pandaan,4,40000,cartridge dan cotton
6000090,Cartridge Nevoks Feelin C1 - Crystal Clear,Pandaan,1,50000,cartridge dan cotton
6000091,Cartridge Nevoks Feelin C1 - Light Blue Clear,Pandaan,1,50000,cartridge dan cotton
6000092,Cartridge Nevoks Feelin C1 - Matcha Clear,Pandaan,1,50000,cartridge dan cotton
6000093,Cartridge Oxva Origin SE - Empty 3.5ml,Pandaan,1,45000,cartridge dan cotton
6000108,Cartridge Argus Pod - Empty,Pandaan,2,35000,cartridge dan cotton
6000128,Cartridge Nevoks APX S1 - 0.8 Ohm,Pandaan,2,40000,cartridge dan cotton
6000138,Cartridge Vaporesso Xros - 1.2 Ohm,Pandaan,4,40000,cartridge dan cotton
6000147,Cartridge Oxva Oneo - 0.4 Ohm,Pandaan,5,45000,cartridge dan cotton
6000148,Cartridge Oxva Oneo - 0.6 Ohm,Pandaan,6,45000,cartridge dan cotton
6000149,Cartridge Oxva Oneo - 0.8 Ohm,Pandaan,6,45000,cartridge dan cotton
7000066,Battery Charge Up - 2500mAh,Pandaan,4,80000,battery dan charger
7000067,Battery Charge Up - 3000mAh,Pandaan,1,120000,battery dan charger
7000076,Battery PVR - 2000mAh,Pandaan,2,50000,battery dan charger
7000079,Battery Blackcell DNA 18650 - 2500mAh,Pandaan,2,70000,battery dan charger
7000080,Battery Blackcell DNA 18650 - 3000mAh,Pandaan,1,100000,battery dan charger
7000083,Battery Blackcell DNA 18650 - 2000mAh,Pandaan,2,50000,battery dan charger
8000137,Dead Rabbit V3 - Gun Metal,Pandaan,1,330000,atomizer
8000196,Bishop 4ml Combi Tank Glass - Gunmetal,Pandaan,1,150000,atomizer
8000198,Bishop 4ml Extension - SS,Pandaan,1,160000,atomizer
8000199,Bishop 4ml Hollow Combi Tank PCTG - Black,Pandaan,1,250000,atomizer
8000289,Dead Rabbit Solo RDA - Matte Full Black,Pandaan,1,270000,atomizer
